RA,Dec
187.7970752,0.6217994
187.789846,0.6292535
187.7820522,0.6346746
187.7729031,0.6356907
187.7701925,0.6295915
187.7695151,0.6205559
187.7718874,0.6100521
187.782844,0.5993227
187.7927839,0.5949182
187.8054344,0.5946928
187.8087098,0.6018085
187.805434,0.610844
