RA,Dec
170.3012817,3.2095461
170.2943979,3.2148184
170.2812733,3.2129779
170.2757518,3.2104198
170.2725515,3.2065038
170.2711933,3.1973145
170.2667948,3.1847686
170.2737594,3.1759008
170.2839233,3.1740652
170.2929656,3.177423
170.3004865,3.1854948
170.3029651,3.196522
