RA,Dec
215.2470734,3.2540076
215.2361217,3.2547643
215.2270766,3.2504825
215.2211744,3.2454413
215.2186061,3.2384046
215.2182288,3.2296574
215.2234696,3.2213877
215.2318488,3.2231022
215.2418458,3.2276694
215.2481276,3.2361334
215.2494573,3.2456416
