RA,Dec
159.8477583,-0.1890819
159.8392592,-0.1859726
159.8311747,-0.1876311
159.8214318,-0.1911552
159.8185297,-0.2003797
159.8211209,-0.2100188
159.8268215,-0.2143718
159.8363571,-0.2134389
159.8453744,-0.2098111
159.8526297,-0.2018302
159.8526297,-0.194575
