RA,Dec
28.9388331,-29.9139657
28.9269815,-29.9081257
28.9135045,-29.906615
28.9024673,-29.9079231
28.8977029,-29.9120514
28.8958426,-29.9174893
28.8964223,-29.9230284
28.8992096,-29.929877
28.9095515,-29.9353165
28.9227998,-29.9373311
28.9336078,-29.9367263
28.9441826,-29.9336029
28.9460404,-29.9278622
28.9453414,-29.9208127
