RA,Dec
181.2196408,-2.370657
181.2079393,-2.3653323
181.1967216,-2.3622656
181.1890539,-2.3643605
181.1866305,-2.3734723
181.1874347,-2.3857297
181.1959063,-2.3979083
181.2123702,-2.4018632
181.2231861,-2.3987205
181.2294825,-2.393722
181.230049,-2.3865452
181.2265799,-2.3798513
