RA,Dec
195.259815,-0.0095749
195.2505192,-0.0076888
195.2412235,-0.008093
195.2312543,-0.013347
195.2270784,-0.024798
195.2254621,-0.0355754
195.2295041,-0.047296
195.2381264,-0.0489125
195.2483652,-0.0487778
195.2567177,-0.0420418
195.2618367,-0.0318032
195.2650695,-0.0196787
