RA,Dec
190.9767093,-0.5451754
190.9673789,-0.5377113
190.9559629,-0.5351866
190.9469617,-0.5410041
190.9421318,-0.5455044
190.9397168,-0.5561516
190.9343379,-0.5707503
190.939497,-0.58491
190.9531084,-0.5936913
190.9675982,-0.5933621
190.9787948,-0.5868861
190.982088,-0.5734948
190.9814294,-0.5599937
