RA,Dec
359.5123781,-32.5371596
359.4792815,-32.5269073
359.4375935,-32.5209456
359.3952565,-32.527497
359.3528659,-32.5407806
359.3424058,-32.5643402
359.3461516,-32.6000208
359.359141,-32.6237007
359.3864547,-32.6460039
359.430401,-32.665486
359.4916892,-32.6590013
359.522072,-32.6504459
359.5519032,-32.6365802
359.5720006,-32.6221927
359.5755418,-32.599073
359.5664744,-32.5812113
359.5505991,-32.5532047
