RA,Dec
225.3251176,1.7219558
225.3151313,1.7306095
225.2987086,1.7412609
225.277401,1.7379364
225.2640831,1.7306173
225.2603081,1.7144229
225.2645227,1.6946777
225.2769497,1.6795901
225.2911531,1.6716015
225.3091295,1.6653869
225.3233343,1.6695998
225.3308817,1.6784725
225.3331028,1.6895646
225.3282224,1.7050948
