tile,ra,dec,star_ra,star_dec,mag,radius,class,tileRA,tileDec,ra_transform,radist,decdist
21.0_-31.2,20.8065164355529,-31.263951159666,20.8224966784933,-31.2586692894942,7.66384268,3.05492111321551,2,21,-31.2,20.8065164355529,0.226200197341414,0.0639511596660007
21.0_-31.2,20.8684004766697,-30.9237325787442,20.8789177156573,-30.9458114618609,5.04447079,4.13045246897594,2,21,-31.2,20.8684004766697,0.153852024756806,0.276267421255799
21.2_-32.1,21.7869028132953,-32.5800271925838,21.7420109580037,-32.5433101914426,5.72413015,3.58780050366787,2,21.2,-32.1,21.7869028132953,0.692819768301743,0.480027192583798
21.2_-32.1,21.6547855966168,-32.5897321202786,21.6198492646272,-32.552111219205,9.21683502,3.05492111321551,2,21.2,-32.1,21.6547855966168,0.536859671716189,0.489732120278596
21.2_-32.1,21.1638783561662,-32.5997000602713,21.1666736059663,-32.5610310976949,9.54602146,3.05492111321551,2,21.2,-32.1,21.1638783561662,0.0426404309958871,0.499700060271302
21.2_-32.1,21.0393822456679,-31.7875219990575,21.0521121237076,-31.8122876724329,6.7096343,3.05492111321551,2,21.2,-32.1,21.0393822456679,0.189604058492598,0.312478000942502
21.3_-27.2,20.8036361471955,-27.2163341339584,20.8440293066398,-27.2150048927704,9.57568455,3.05492111321551,2,21.3,-27.2,20.8036361471955,0.558078159689931,0.0163341339584022
21.4_-28.2,21.0779564999605,-28.5226800889899,21.1030376631798,-28.4975493474019,7.49111462,3.05492111321551,2,21.4,-28.2,21.0779564999605,0.36541726834828,0.322680088989902
21.4_-28.2,21.0669745612806,-28.0369879117752,21.0932448061957,-28.0498468918527,9.28360653,3.05492111321551,2,21.4,-28.2,21.0669745612806,0.377878286915913,0.1630120882248
21.4_-28.2,21.1902197343629,-27.8097819798258,21.2065901346287,-27.8402330099156,8.11145592,3.05492111321551,2,21.4,-28.2,21.1902197343629,0.238034090466299,0.390218020174199
21.4_-33.1,21.2463425583967,-32.8286060859412,21.2587264504853,-32.8504788498642,9.11859989,3.05492111321551,2,21.4,-33.1,21.2463425583967,0.183423670206616,0.271393914058798
21.6_-29.2,21.7144584811779,-29.4997255657393,21.7053157525609,-29.4757840501879,8.22231388,3.05492111321551,2,21.6,-29.2,21.7144584811779,0.131121075017238,0.299725565739301
21.6_-29.2,21.0855532466935,-28.7265154820117,21.124823001933,-28.7626584278299,9.272439,3.05492111321551,2,21.6,-29.2,21.0855532466935,0.58933868978948,0.4734845179883
21.6_-29.2,21.9809344677681,-28.8690019602874,21.9511523962793,-28.8948799212373,8.13317108,3.05492111321551,2,21.6,-29.2,21.9809344677681,0.436390002827661,0.3309980397126
21.6_-29.2,21.5812056540932,-28.8657290192087,21.5826970345817,-28.8922542955382,9.50528717,3.05492111321551,2,21.6,-29.2,21.5812056540932,0.0215303821454301,0.334270980791299
21.6_-29.2,21.3456968673374,-28.7471815896012,21.3654057733837,-28.7822757522767,8.32165527,3.05492111321551,2,21.6,-29.2,21.3456968673374,0.291323978719811,0.452818410398798
21.6_-34.1,21.8190973057412,-34.35608319041,21.801688148383,-34.3357351877563,9.49417877,3.05492111321551,2,21.6,-34.1,21.8190973057412,0.264590992443904,0.256083190409996
21.6_-34.1,21.6985942547843,-34.1668958745272,21.6902101410329,-34.1612072811831,8.78271961,3.05492111321551,2,21.6,-34.1,21.6985942547843,0.11906651081077,0.0668958745271979
21.6_-34.1,21.598205989438,-33.8943036231718,21.5983538569491,-33.91125771025,8.93509579,3.05492111321551,2,21.6,-34.1,21.598205989438,0.00216652155282769,0.2056963768282
21.6_-34.1,21.131860022797,-34.1431422279693,21.1684537768287,-34.1397698689408,6.42638302,3.10188382549546,2,21.6,-34.1,21.131860022797,0.565345250375292,0.0431422279692981
21.9_-30.2,22.2131569131526,-30.4269707879496,22.1878680976558,-30.4086418859245,9.52457619,3.05492111321551,2,21.9,-30.2,22.2131569131526,0.362334887520387,0.2269707879496
21.9_-30.2,21.5947573983214,-30.2825855735328,21.6205453469212,-30.275608459219,7.08592176,3.05492111321551,2,21.9,-30.2,21.5947573983214,0.353177717305416,0.0825855735327998
21.9_-30.2,21.7583892920739,-30.2392871281052,21.7700092931872,-30.2360633855012,6.498806,3.05567710357273,2,21.9,-30.2,21.7583892920739,0.163849168812958,0.039287128105201
21.9_-30.2,22.4685465637423,-30.0325648207127,22.4220226141686,-30.0462659778998,8.19953251,3.05492111321551,2,21.9,-30.2,22.4685465637423,0.657830776110902,0.167435179287299
21.9_-30.2,22.2088620605454,-29.8657979528356,22.1843628545697,-29.8923071484827,8.06782627,3.05492111321551,2,21.9,-30.2,22.2088620605454,0.357365573828155,0.3342020471644
21.9_-30.2,21.78795597584,-29.697709841323,21.796624436289,-29.7365703018166,9.36916924,3.05492111321551,2,21.9,-30.2,21.78795597584,0.129639350709661,0.502290158676999
21.9_-35.1,22.3818707822954,-35.4236051944025,22.3445161578841,-35.3985193188139,8.94565678,3.05492111321551,2,21.9,-35.1,22.3818707822954,0.588976286408804,0.323605194402496
220.0_0.5,220.391386789998,0.0704279889012992,220.361359737527,0.103384597676385,7.83541441,3.05492111321551,2,220,0.5,220.391386789998,0.391401693375157,0.429572011098701
220.0_0.5,219.983280462475,0.256879519385049,219.984639501469,0.276641442394301,9.57733631,3.05492111321551,2,220,0.5,219.983280462475,0.0167201741780052,0.243120480614951
220.0_0.5,220.476896899706,0.38383811667754,220.439715355578,0.39289474546545,7.84820032,3.05492111321551,2,220,0.5,220.476896899706,0.476915059170095,0.11616188332246
220.0_0.5,219.524579092109,0.915019768069662,219.561141537351,0.883102497935587,9.08783722,3.05492111321551,2,220,0.5,219.524579092109,0.475439011151711,0.415019768069662
220.0_1.5,220.069689890117,1.10780430780075,220.06421535586,1.1386134933081,9.25844193,3.05492111321551,2,220,1.5,220.069689890117,0.0697137792880117,0.39219569219925
220.0_1.5,219.854098748738,1.33580772572302,219.866322275326,1.34956366415901,9.50978088,3.05492111321551,2,220,1.5,219.854098748738,0.14595126511533,0.16419227427698
220.0_1.5,220.534878435552,1.63766004977027,220.489565037918,1.62599787728585,7.72397804,3.05492111321551,2,220,1.5,220.534878435552,0.535061787863237,0.13766004977027
220.0_1.5,220.338574542558,2.03924883905929,220.312501507756,1.99772222680599,9.22765923,3.05492111321551,2,220,1.5,220.338574542558,0.338690603368795,0.53924883905929
220.0_-0.5,220.53784063777,-1.02605572880097,220.496962527135,-0.986073319938999,8.93156528,3.05492111321551,2,220,-0.5,220.53784063777,0.537861117873259,0.52605572880097
220.0_-0.5,219.784464527465,-0.806560104293222,219.801515139194,-0.782308702663047,9.30615425,3.05492111321551,2,220,-0.5,219.784464527465,0.215543679777873,0.306560104293222
220.0_-0.5,219.726041171857,-0.317848695039794,219.747901252114,-0.332383149623169,9.5103159,3.05492111321551,2,220,-0.5,219.726041171857,0.273969260052943,0.182151304960206
220.0_-0.5,220.539331838987,-0.664410812298279,220.497480149573,-0.651652673884643,9.15487957,3.05492111321551,2,220,-0.5,220.539331838987,0.539352375872816,0.164410812298279
220.0_-0.5,220.445183552437,-0.428247466994018,220.410271505762,-0.433874421915472,8.93909168,3.05492111321551,2,220,-0.5,220.445183552437,0.44520050430802,0.071752533005982
220.0_-0.5,220.230986033355,-0.384109502185238,220.212174831833,-0.393547473292287,9.33258152,3.05492111321551,2,220,-0.5,220.230986033355,0.230994828930287,0.115890497814762
220.0_-0.5,219.855962362212,-0.22741191593634,219.867471138288,-0.249192023334784,8.91335392,3.05492111321551,2,220,-0.5,219.855962362212,0.144043122508721,0.27258808406366
220.0_-1.5,220.066991899184,-1.37494868489634,220.061305060085,-1.38556409835314,9.58323956,3.05492111321551,2,220,-1.5,220.066991899184,0.0670148635039786,0.12505131510366
220.0_-1.5,220.436783959264,-1.37831581078455,220.399758961037,-1.38863065132392,7.56355906,3.05492111321551,2,220,-1.5,220.436783959264,0.436933685525373,0.12168418921545
220.0_-1.5,220.024722472125,-1.03573822752888,220.022800064754,-1.07183899645038,8.45746517,3.05492111321551,2,220,-1.5,220.024722472125,0.0247309468028065,0.46426177247112
220.6_2.5,220.288641253555,1.95603687654849,220.312501507756,1.99772222680599,9.22765923,3.05492111321551,2,220.6,2.5,220.288641253555,0.311655373303203,0.54396312345151
220.6_2.5,220.633101203046,2.27688058186525,220.630392301081,2.29513999767561,7.52058077,3.05492111321551,2,220.6,2.5,220.633101203046,0.0331327380710458,0.22311941813475
220.6_2.5,220.742504439288,2.6955109013874,220.730864947359,2.67954194231494,9.02002048,3.05492111321551,2,220.6,2.5,220.742504439288,0.142640201153035,0.1955109013874
220.6_2.5,220.209661153757,2.9886292327534,220.239475405459,2.95130751836524,9.53644943,3.05492111321551,2,220.6,2.5,220.209661153757,0.39071071627048,0.4886292327534
220.6_3.5,220.509359538715,3.92084022230564,220.516443373972,3.88795024400896,9.38653564,3.05492111321551,2,220.6,3.5,220.509359538715,0.0908098399417748,0.42084022230564
220.6_3.5,220.542029107052,3.97543452807829,220.546528710645,3.9385320964958,8.81481647,3.05492111321551,2,220.6,3.5,220.542029107052,0.0580792224052791,0.47543452807829
220.6_3.5,220.486959546889,3.00076072820252,220.495694222625,3.0393371230571,9.13033295,3.05492111321551,2,220.6,3.5,220.486959546889,0.113251690342536,0.49923927179748
220.6_3.5,220.304603088279,3.44418724973775,220.328317839086,3.44866795150466,8.24155712,3.05492111321551,2,220.6,3.5,220.304603088279,0.295948916106354,0.0558127502622501
220.6_-2.5,220.216833766806,-2.8732460224955,220.246478202432,-2.844369084164,7.6053586,3.05492111321551,2,220.6,-2.5,220.216833766806,0.383531269979453,0.3732460224955
220.6_-2.5,220.8246328207,-2.99726067592055,220.807333345342,-2.95896552037319,9.06987572,3.05492111321551,2,220.6,-2.5,220.8246328207,0.224846825055485,0.49726067592055
220.6_-2.5,220.973228125435,-2.50615621876954,220.943381125127,-2.50566390682682,7.1662159,3.05492111321551,2,220.6,-2.5,220.973228125435,0.373583694332655,0.00615621876954009
220.6_-2.5,220.529044050586,-2.36823689951917,220.535039011677,-2.37936936504484,8.9237318,3.05492111321551,2,220.6,-2.5,220.529044050586,0.0710235480942413,0.13176310048083
220.6_-2.5,220.230585817497,-2.41764255674448,220.260135791031,-2.42423044747484,8.23549461,3.05492111321551,2,220.6,-2.5,220.230585817497,0.369766117913784,0.0823574432555199
220.6_-2.5,220.357032253947,-2.00276736135912,220.375787877143,-2.04115067833172,7.82338142,3.05492111321551,2,220.6,-2.5,220.357032253947,0.243199217819813,0.49723263864088
220.6_-3.5,220.895900748138,-3.98756731343063,220.873133667374,-3.95005309803057,9.39277935,3.05492111321551,2,220.6,-3.5,220.895900748138,0.296453694035955,0.48756731343063
220.6_-3.5,221.041455137745,-3.45587148313516,221.006911040654,-3.45932456282709,9.42049313,3.05492111321551,2,220.6,-3.5,221.041455137745,0.442280079246798,0.04412851686484
220.6_-3.5,220.484937460494,-3.52589086219207,220.49472235846,-3.52368910786022,7.16024399,3.05492111321551,2,220.6,-3.5,220.484937460494,0.115277555384225,0.0258908621920702
221.0_0.5,220.936380587033,0.00916095963061684,220.941307509387,0.047173348107219,8.93861771,3.05492111321551,2,221,0.5,220.936380587033,0.0636218354915476,0.490839040369383
221.0_0.5,221.407637418635,0.735713587564859,221.375684366858,0.717236950917215,5.64729404,3.64538612633283,2,221,0.5,221.407637418635,0.407652940809873,0.235713587564859
221.0_1.5,221.069387269652,1.1174531326573,221.063928272013,1.14754975493966,9.26358223,3.05492111321551,2,221,1.5,221.069387269652,0.069411055086996,0.3825468673427
221.0_1.5,220.604523692424,1.26741204237287,220.636718460274,1.28634646437779,8.73895645,3.05492111321551,2,221,1.5,220.604523692424,0.395611873884543,0.23258795762713
221.0_1.5,220.785824558797,1.31409270056373,220.803603299464,1.32952489786063,9.47851086,3.05492111321551,2,221,1.5,220.785824558797,0.21424885893597,0.18590729943627
221.0_1.5,220.787518900038,1.85251377560347,220.804325383067,1.82463121669274,7.30338335,3.05492111321551,2,221,1.5,220.787518900038,0.212553936887509,0.35251377560347
221.0_-0.5,220.455594630216,-1.02604614915982,220.496962527135,-0.986073319938999,8.93156528,3.05492111321551,2,221,-0.5,220.455594630216,0.544426099861656,0.52604614915982
221.0_-0.5,221.275340557814,-0.584320769732309,221.253012241312,-0.577482907380255,9.52744961,3.05492111321551,2,221,-0.5,221.275340557814,0.27535104233796,0.084320769732309
221.0_-0.5,221.064070264255,-0.629414730859725,221.058653363246,-0.618473199802521,9.37856483,3.05492111321551,2,221,-0.5,221.064070264255,0.0640727039472447,0.129414730859725
221.0_-0.5,220.455230845252,-0.664402856717406,220.497480149573,-0.651652673884643,9.15487957,3.05492111321551,2,221,-0.5,220.455230845252,0.544789898678008,0.164402856717406
221.0_-0.5,220.858776422674,-0.356958893642917,220.870481285899,-0.368814396931933,9.51259899,3.05492111321551,2,221,-0.5,220.858776422674,0.141228954891855,0.143041106357083
221.0_-0.5,221.440852071793,-0.353371430941935,221.406387176111,-0.364834546712202,7.77295971,3.05492111321551,2,221,-0.5,221.440852071793,0.440868858728232,0.146628569058065
221.0_-1.5,221.326232675713,-1.40989365776033,221.298542216116,-1.41754183715799,5.219666,3.98318116818029,2,221,-1.5,221.326232675713,0.326344505824497,0.09010634223967
221.0_-1.5,221.287994025497,-1.06373158785652,221.265523382499,-1.09777129310311,9.20086098,3.05492111321551,2,221,-1.5,221.287994025497,0.288092747686355,0.43626841214348
221.6_2.5,221.878132229931,1.99676522267669,221.856696331289,2.03554997510254,6.7883544,3.05492111321551,2,221.6,2.5,221.878132229931,0.2783972023799,0.50323477732331
221.6_2.5,221.155528936018,1.98517138246984,221.189565466528,2.02459572607251,8.01086998,3.05492111321551,2,221.6,2.5,221.155528936018,0.444894504970188,0.51482861753016
221.6_2.5,221.255313238203,2.04409991886888,221.281971980255,2.07936011453548,8.81398582,3.05492111321551,2,221.6,2.5,221.255313238203,0.34501513976095,0.45590008113112
221.6_2.5,221.870602326559,2.17650201882116,221.849279853265,2.20199247617205,9.24749184,3.05492111321551,2,221.6,2.5,221.870602326559,0.270860125380687,0.32349798117884
221.6_2.5,221.834623440896,2.72053199781617,221.815850822046,2.70288685919154,7.50446892,3.05492111321551,2,221.6,2.5,221.834623440896,0.23484696316711,0.22053199781617
221.6_2.5,221.304681820819,2.65474900643866,221.328343949408,2.642349868331,9.09185314,3.05492111321551,2,221.6,2.5,221.304681820819,0.295599524428746,0.15474900643866
221.6_3.5,221.650046836005,2.99593339204762,221.646177267785,3.03490728694957,8.41142559,3.05492111321551,2,221.6,3.5,221.650046836005,0.0501403578796545,0.50406660795238
221.6_3.5,221.242758779098,3.30348028560784,221.270809575023,3.31891113199719,9.16096878,3.05492111321551,2,221.6,3.5,221.242758779098,0.357908792947416,0.19651971439216
221.6_3.5,221.565973173822,3.50407714772489,221.568184538734,3.50381217850993,7.24174881,3.05492111321551,2,221.6,3.5,221.565973173822,0.0340904116676485,0.00407714772489021
221.6_3.5,221.81090085941,3.63397949544082,221.793702384285,3.62305377884554,8.72811031,3.05492111321551,2,221.6,3.5,221.81090085941,0.21129496711612,0.13397949544082
221.6_3.5,221.086236437499,3.33073092652887,221.125884869596,3.34379384857205,9.50237942,3.05492111321551,2,221.6,3.5,221.086236437499,0.51472362582018,0.16926907347113
221.6_3.5,221.200118076435,3.48285822338414,221.231613004707,3.48420831948291,7.64453793,3.05492111321551,2,221.6,3.5,221.200118076435,0.400629177739571,0.0171417766158601
221.6_3.5,221.402275921553,3.94764594643535,221.417626407294,3.91289255285746,9.43614483,3.05492111321551,2,221.6,3.5,221.402275921553,0.19809356287307,0.44764594643535
221.6_-2.5,221.682454989627,-2.97239429074289,221.676055197936,-2.93572913475111,9.01082897,3.05492111321551,2,221.6,-2.5,221.682454989627,0.0825335432722551,0.47239429074289
221.6_-2.5,221.194574144329,-2.26717787539852,221.226511454509,-2.285518374176,8.89708519,3.05492111321551,2,221.6,-2.5,221.194574144329,0.405812098868508,0.23282212460148
221.6_-3.5,221.936016753271,-4.01298068161327,221.910285136385,-3.97369745468913,8.64165783,3.05492111321551,2,221.6,-3.5,221.936016753271,0.336644663428493,0.51298068161327
221.6_-3.5,221.112714433569,-3.64643861163622,221.150596072469,-3.63505445624736,8.79189205,3.05492111321551,2,221.6,-3.5,221.112714433569,0.488196150661636,0.14643861163622
221.6_-3.5,221.08758984819,-3.35186836472112,221.127180502598,-3.36331354854204,7.47785664,3.05492111321551,2,221.6,-3.5,221.08758984819,0.513367686028144,0.14813163527888
221.6_-3.5,221.978662925589,-3.36980907921715,221.948877690612,-3.38004976269917,7.48379278,3.05492111321551,2,221.6,-3.5,221.978662925589,0.379370528096701,0.13019092078285
221.6_-3.5,221.183020885657,-3.02611011152363,221.214785536609,-3.06221011360855,7.81839228,3.05492111321551,2,221.6,-3.5,221.183020885657,0.417758317816677,0.47388988847637
222.0_0.5,221.985908007486,0.419215189910392,221.987094224228,0.426015384710111,9.59669971,3.05492111321551,2,222,0.5,221.985908007486,0.0140925291143378,0.080784810089608
222.0_0.5,221.990461447604,0.454635148325713,221.991187377408,0.458087632150803,9.47349453,3.05492111321551,2,222,0.5,221.990461447604,0.00953891560868649,0.045364851674287
222.0_0.5,222.066356839551,0.5368070564406,222.060870380183,0.533763806928241,9.44121647,3.05492111321551,2,222,0.5,222.066356839551,0.066359366312324,0.0368070564406
222.0_0.5,221.996365114912,0.599019169499174,221.996673874182,0.590608150774592,9.5929594,3.05492111321551,2,222,0.5,221.996365114912,0.00363502349854686,0.099019169499174
222.0_0.5,222.017406026642,0.904102595452671,222.016041144395,0.872415153511303,9.29292583,3.05492111321551,2,222,0.5,222.017406026642,0.0174066894353895,0.404102595452671
222.0_0.5,221.753175995489,1.01004185080786,221.772176553727,0.970778733310898,6.70488501,3.05492111321551,2,222,0.5,221.753175995489,0.246833403170665,0.51004185080786
222.0_0.5,221.753184894177,1.01107891611389,221.772182354897,0.97174096067928,9.02090454,3.05492111321551,2,222,0.5,221.753184894177,0.246824504143809,0.51107891611389
222.0_1.5,222.153274462488,1.07354533378387,222.141295293517,1.10687490755751,8.66143131,3.05492111321551,2,222,1.5,222.153274462488,0.153327003822797,0.42645466621613
222.0_1.5,221.736029269065,1.38304374674439,221.758456561168,1.39298050013256,8.25853348,3.05492111321551,2,222,1.5,221.736029269065,0.264061218119374,0.11695625325561
222.0_1.5,222.437339809745,1.50476667132961,222.409918804192,1.50446780322273,6.98305321,3.05492111321551,2,222,1.5,222.437339809745,0.437489726547736,0.00476667132960995
222.0_1.5,221.78029096889,1.61360835584611,221.798973186097,1.6039480520812,9.02102375,3.05492111321551,2,222,1.5,221.78029096889,0.21978434571604,0.11360835584611
222.0_1.5,221.939415054173,1.85937562108891,221.944200286068,1.83099075318611,8.92904568,3.05492111321551,2,222,1.5,221.939415054173,0.0606057138914921,0.35937562108891
222.0_1.5,221.52448390556,1.9261341666521,221.561685591837,1.89279584274466,3.61029959,5.55997753595098,2,222,1.5,221.52448390556,0.475679097786457,0.4261341666521
222.0_-0.5,221.53844809973,-0.861640848407802,221.574134660389,-0.833679273413249,6.59742165,3.05492111321551,2,222,-0.5,221.53844809973,0.461569475421292,0.361640848407802
222.0_-0.5,222.244485816431,-0.877075528432719,222.225359838962,-0.847577138029764,6.12289524,3.30323467192661,2,222,-0.5,222.244485816431,0.24449512605622,0.377075528432719
222.0_-0.5,221.72755200275,-0.835843059174775,221.74893875191,-0.809479895062749,9.45444393,3.05492111321551,2,222,-0.5,221.72755200275,0.27245837162993,0.335843059174775
222.0_-0.5,222.237617610373,-0.311870259285171,222.21855312701,-0.326964242876254,9.09331989,3.05492111321551,2,222,-0.5,222.237617610373,0.237626658468033,0.188129740714829
222.0_-0.5,221.875761815941,-0.262928044707623,221.885797515387,-0.282078219096101,7.83447647,3.05492111321551,2,222,-0.5,221.875761815941,0.124242914848506,0.237071955292377
222.0_-1.5,221.67961298672,-1.71335653190427,221.70596343833,-1.69580887629809,9.35358429,3.05492111321551,2,222,-1.5,221.67961298672,0.320496839542322,0.21335653190427
222.0_-1.5,222.311283828051,-1.70649274670912,222.285614967377,-1.68946509198452,8.78379917,3.05492111321551,2,222,-1.5,222.311283828051,0.311390533809774,0.20649274670912
222.0_-1.5,221.608874349632,-1.47057431380377,221.63816221584,-1.47277773758737,8.78341389,3.05492111321551,2,222,-1.5,221.608874349632,0.391259725303929,0.0294256861962301
222.0_-1.5,221.577648736775,-1.4422086726187,221.612668722679,-1.44700054054118,8.33654118,3.05492111321551,2,222,-1.5,221.577648736775,0.422496042066553,0.0577913273813
222.0_-1.5,221.466404461739,-1.31725560024568,221.510566914785,-1.33238024127982,8.36906719,3.05492111321551,2,222,-1.5,221.466404461739,0.533778450804688,0.18274439975432
222.0_-1.5,222.157613177711,-1.08501806683299,222.145274923855,-1.11750362743918,8.70771885,3.05492111321551,2,222,-1.5,222.157613177711,0.15766720632478,0.41498193316701
222.6_2.5,223.003386265685,1.97474542463799,222.972487189982,2.01497951852798,8.16744137,3.05492111321551,2,222.6,2.5,223.003386265685,0.40377056579542,0.52525457536201
222.6_2.5,222.686456789287,2.41139825259948,222.679104620281,2.41893282595606,9.46578312,3.05492111321551,2,222.6,2.5,222.686456789287,0.0865391553874347,0.0886017474005199
222.6_2.5,222.637872104576,2.48610482961111,222.635361009263,2.48702614353394,9.40514469,3.05492111321551,2,222.6,2.5,222.637872104576,0.0379081847681292,0.0138951703888899
222.6_2.5,222.30875670705,2.90204811189423,222.331366086317,2.87083689273455,8.85717106,3.05492111321551,2,222.6,2.5,222.30875670705,0.291520756114096,0.40204811189423
222.6_2.5,222.62559338865,1.96895807989537,222.623621186664,2.00987966100369,9.44184399,3.05492111321551,2,222.6,2.5,222.62559338865,0.0256177710916548,0.53104192010463
222.6_3.5,222.082138285573,3.27863376869424,222.121969481404,3.2956600934136,8.25821114,3.05492111321551,2,222.6,3.5,222.082138285573,0.51882943590964,0.22136623130576
222.6_3.5,222.420273737054,3.90200546774681,222.434316654204,3.8705947580096,7.04185486,3.05492111321551,2,222.6,3.5,222.420273737054,0.180062115087213,0.40200546774681
222.6_3.5,222.458000731451,3.96109792266682,222.469025989597,3.92529686763394,8.26861382,3.05492111321551,2,222.6,3.5,222.458000731451,0.142264620744125,0.46109792266682
222.6_3.5,222.200586488637,3.94206863071283,222.231285143681,3.90809153175729,9.5992527,3.05492111321551,2,222.6,3.5,222.200586488637,0.400159890221755,0.44206863071283
222.6_-2.5,222.080675681007,-2.48512855847012,222.12133956826,-2.48629301505254,9.22747612,3.05492111321551,2,222.6,-2.5,222.080675681007,0.519819071566656,0.0148714415298801
222.6_-2.5,222.881335660298,-2.45418775367968,222.858328752205,-2.45793416158087,8.2893486,3.05492111321551,2,222.6,-2.5,222.881335660298,0.281603684607477,0.0458122463203199
222.6_-2.5,222.76852218086,-2.28200550275503,222.754854560458,-2.29968546644198,4.58906841,4.53924729139111,2,222.6,-2.5,222.76852218086,0.168682729441405,0.21799449724497
222.6_-2.5,222.336704267143,-1.96953911182676,222.356936129046,-2.01030016525474,9.32759953,3.05492111321551,2,222.6,-2.5,222.336704267143,0.263546570795247,0.53046088817324
222.6_-3.5,222.569813394424,-3.90625455768048,222.572179507528,-3.87441115514614,9.47171116,3.05492111321551,2,222.6,-3.5,222.569813394424,0.0302430148951157,0.40625455768048
222.6_-3.5,223.111319872092,-3.51993602301911,223.071631065658,-3.51838858275353,7.78225517,3.05492111321551,2,222.6,-3.5,223.111319872092,0.512275368918548,0.0199360230191101
223.0_0.5,223.166476443017,-0.0224665931468667,223.153672143297,0.0177181845369163,8.45016479,3.05492111321551,2,223,0.5,223.166476443017,0.166482782171203,0.522466593146867
223.0_0.5,223.138000625474,0.0760950587904205,223.127238721912,0.109153054586557,8.55353069,3.05492111321551,2,223,0.5,223.138000625474,0.138005880315055,0.42390494120958
223.0_0.5,222.473882946531,-0.0472007324007624,222.513835066812,-0.0056475659821845,7.52366686,3.05492111321551,2,223,0.5,222.473882946531,0.526137087157099,0.547200732400762
223.0_0.5,223.163676112517,0.507382472002096,223.149852686954,0.506758978135944,8.77738094,3.05492111321551,2,223,0.5,223.163676112517,0.163682345039158,0.00738247200209596
223.0_0.5,223.26048634969,0.751316547664755,223.239787747255,0.731346590269094,9.48778725,3.05492111321551,2,223,0.5,223.26048634969,0.260496268589715,0.251316547664755
223.0_0.5,222.766642935534,0.56182331966447,222.785839441863,0.556737586562976,8.14425373,3.05492111321551,2,223,0.5,222.766642935534,0.233365950326307,0.06182331966447
223.0_1.5,223.483843402707,1.79895293523256,223.445088166885,1.77500718865418,8.61976147,3.05492111321551,2,223,1.5,223.483843402707,0.484009260592213,0.29895293523256
223.0_-0.5,222.586243912214,-0.850512336502332,222.618373739979,-0.82329364091387,8.82376575,3.05492111321551,2,223,-0.5,222.586243912214,0.41377184294991,0.350512336502332
223.0_-0.5,222.678531497425,-0.562557065441774,222.704340971087,-0.557534598481661,8.39450073,3.05492111321551,2,223,-0.5,222.678531497425,0.321480743576631,0.062557065441774
223.0_-0.5,223.482020802146,-0.418262730842741,223.444408146501,-0.424640787027308,7.67900467,3.05492111321551,2,223,-0.5,223.482020802146,0.482039156720034,0.081737269157259
223.0_-0.5,223.496437325139,-0.397904895767219,223.457798116308,-0.405851264529912,7.10309982,3.05492111321551,2,223,-0.5,223.496437325139,0.49645622867096,0.102095104232781
223.0_-0.5,223.401923201341,-0.367743882833185,223.370320113564,-0.378143137381983,9.38482952,3.05492111321551,2,223,-0.5,223.401923201341,0.401938505927689,0.132256117166815
223.0_-0.5,222.697101877589,-0.404055194874761,222.721396399321,-0.411750630999043,9.449193,3.05492111321551,2,223,-0.5,222.697101877589,0.302909656282538,0.095944805125239
223.0_-0.5,222.728859119145,-0.236688432340408,222.750261173942,-0.257472493312577,5.6764884,3.62339803107552,2,223,-0.5,222.728859119145,0.271151205462051,0.263311567659592
223.0_-0.5,222.819677057428,-0.224152959398705,222.834023129346,-0.246098705327404,9.06327152,3.05492111321551,2,223,-0.5,222.819677057428,0.180329808978555,0.275847040601295
223.0_-0.5,222.740645757703,0.0126556268166196,222.760535013441,-0.0266587054930483,8.14693832,3.05492111321551,2,223,-0.5,222.740645757703,0.259364118087888,0.51265562681662
223.0_-0.5,222.608843513444,0.0143651354461165,222.63861183552,-0.0247797785281813,8.94762611,3.05492111321551,2,223,-0.5,222.608843513444,0.391171381163592,0.514365135446117
223.0_-0.5,222.608143043452,0.0153722939616191,222.6379611368,-0.0238446164789564,8.61588097,3.05492111321551,2,223,-0.5,222.608143043452,0.391871877828342,0.515372293961619
223.0_-0.5,222.473914491113,0.0349453119014733,222.513835066812,-0.0056475659821845,7.52366686,3.05492111321551,2,223,-0.5,222.473914491113,0.526105541373945,0.534945311901473
223.0_-1.5,223.147542134759,-1.39946309902432,223.135002773077,-1.40800756373459,8.75449562,3.05492111321551,2,223,-1.5,223.147542134759,0.147592711094875,0.10053690097568
223.0_-1.5,222.725973385933,-1.37380007315349,222.749209650622,-1.38450127790297,9.13933754,3.05492111321551,2,223,-1.5,222.725973385933,0.274120548332597,0.12619992684651
223.0_-1.5,223.222241454231,-1.18861427131208,223.204526040358,-1.21343559493492,8.94893551,3.05492111321551,2,223,-1.5,223.222241454231,0.22231763693268,0.31138572868792
223.0_-1.5,222.872544088984,-1.11426588068865,222.882565857887,-1.14459588398788,9.12833405,3.05492111321551,2,223,-1.5,222.872544088984,0.127499601945213,0.38573411931135
223.6_2.5,223.882365378243,1.95837605409831,223.860706684338,1.99992104565898,9.4294281,3.05492111321551,2,223.6,2.5,223.882365378243,0.282634383549502,0.54162394590169
223.6_2.5,223.769779931024,1.98697136249728,223.756681947358,2.02654989615366,9.23771477,3.05492111321551,2,223.6,2.5,223.769779931024,0.169941677845326,0.51302863750272
