tile,ra,dec,star_ra,star_dec,mag,radius,class,tileRA,tileDec,ra_transform,radist,decdist
172.0_0.5,172.341545063263,0.749106244653506,172.314627199227,0.729473672716662,9.39762878,3.05492111321551,2,172,0.5,172.341545063263,0.341558068747664,0.249106244653506
172.0_0.5,171.882688536901,0.993962515846232,171.891765566682,0.955741933229312,6.8727684,3.05492111321551,2,172,0.5,171.882688536901,0.117315930130157,0.493962515846232
172.0_1.5,171.621644875173,1.01778157654884,171.650974065088,1.05516200248705,8.18416882,3.05492111321551,2,172,1.5,171.621644875173,0.378484822122682,0.48221842345116
172.0_1.5,171.472241482402,1.00087260240857,171.513032562197,1.03945074908742,7.88965416,3.05492111321551,2,172,1.5,171.472241482402,0.527939429254812,0.49912739759143
172.0_1.5,172.212836053369,1.17824407431023,172.195908431141,1.20383448849677,7.59716702,3.05492111321551,2,172,1.5,172.212836053369,0.212909011969869,0.32175592568977
172.0_1.5,171.879421458458,1.28374464195788,171.889317051614,1.30149220312089,7.14967442,3.05492111321551,2,172,1.5,171.879421458458,0.120619874960589,0.21625535804212
172.0_1.5,171.830397800901,1.36170860744576,171.844739629123,1.37340274471013,7.24712896,3.05492111321551,2,172,1.5,171.830397800901,0.169660337459275,0.13829139255424
172.0_1.5,171.96798765297,1.47252596893964,171.969862083111,1.47413466548047,8.24580574,3.05492111321551,2,172,1.5,171.96798765297,0.0320233206221674,0.0274740310603601
172.0_1.5,172.180040052036,1.90276016195417,172.165917298063,1.87116673253078,8.21774673,3.05492111321551,2,172,1.5,172.180040052036,0.180101768413885,0.40276016195417
172.0_-0.5,172.38040758797,-0.878202088931872,172.350875664415,-0.848841383383739,6.55386353,3.05492111321551,2,172,-0.5,172.38040758797,0.380422073276884,0.378202088931872
172.0_-0.5,172.015991342872,-0.931657949944812,172.014742324888,-0.897942923843061,7.09494734,3.05492111321551,2,172,-0.5,172.015991342872,0.0159919517965354,0.431657949944812
172.0_-0.5,172.3613903735,-0.329345087818802,172.332900082334,-0.342798706103577,7.19844341,3.05492111321551,2,172,-0.5,172.3613903735,0.361404134662045,0.170654912181198
172.0_-1.5,172.26998621102,-1.88274873742848,172.248738910366,-1.85262728245358,9.53638554,3.05492111321551,2,172,-1.5,172.26998621102,0.270078760265787,0.38274873742848
172.0_-1.5,171.996861030022,-1.95705992209161,171.997105353861,-1.92148435569158,9.18362808,3.05492111321551,2,172,-1.5,171.996861030022,0.00314004599334819,0.45705992209161
172.0_-1.5,171.971274587753,-1.71779721597032,171.973631217479,-1.69992915583443,5.91125345,3.45133558689205,2,172,-1.5,171.971274587753,0.0287352591026284,0.21779721597032
172.0_-1.5,171.600585993301,-1.05770320631112,171.631712465115,-1.09217154856042,9.57952023,3.05492111321551,2,172,-1.5,171.600585993301,0.399550922821248,0.44229679368888
172.0_-1.5,171.454894054143,-1.0428142093966,171.497260351288,-1.0783472451348,8.04933834,3.05492111321551,2,172,-1.5,171.454894054143,0.545292804081956,0.4571857906034
172.5_2.5,172.070458977339,2.80644148793824,172.103780190584,2.7826695974131,7.11087561,3.05492111321551,2,172.5,2.5,172.070458977339,0.429950240020325,0.30644148793824
172.5_2.5,172.23195182891,2.75423353035775,172.253187796825,2.73409201970441,8.33854389,3.05492111321551,2,172.5,2.5,172.23195182891,0.268303536605639,0.25423353035775
172.5_2.5,172.170471244534,2.87690931186475,172.196059267744,2.8476421718656,8.56727028,3.05492111321551,2,172.5,2.5,172.170471244534,0.329842692622206,0.37690931186475
172.5_2.5,172.5762991953,2.88008758288139,172.570299437515,2.85019954244268,8.76646996,3.05492111321551,2,172.5,2.5,172.5762991953,0.0763718844113452,0.38008758288139
172.5_3.5,172.876148646756,3.02656243454214,172.847411252485,3.0627326084848,7.39272881,3.05492111321551,2,172.5,3.5,172.876148646756,0.3768515508634,0.47343756545786
172.5_3.5,172.23358784129,3.17055114137074,172.254436189203,3.19633248880451,9.04978848,3.05492111321551,2,172.5,3.5,172.23358784129,0.266909999662601,0.32944885862926
172.5_3.5,172.494373885965,3.17943612112798,172.494821633789,3.20494782928267,8.17437363,3.05492111321551,2,172.5,3.5,172.494373885965,0.00563662748148404,0.32056387887202
172.5_3.5,172.42061191161,3.58783344364004,172.42736189409,3.58036539373757,9.38926888,3.05492111321551,2,172.5,3.5,172.42061191161,0.0795364398831937,0.0878334436400401
172.5_3.5,172.083245533403,3.4672594946433,172.115977082493,3.46983090669577,9.37806606,3.05492111321551,2,172.5,3.5,172.083245533403,0.417533250274347,0.0327405053567
172.5_3.5,172.27051582491,3.71011067291598,172.28889615694,3.69328204440675,9.06100273,3.05492111321551,2,172.5,3.5,172.27051582491,0.229913009197582,0.21011067291598
172.5_3.5,172.390184318109,3.8041953895298,172.39892742121,3.77997652016827,7.16510105,3.05492111321551,2,172.5,3.5,172.390184318109,0.110020893034322,0.3041953895298
172.5_-2.5,172.782626755351,-2.99292778167175,172.760911696875,-2.95505466668718,8.92860889,3.05492111321551,2,172.5,-2.5,172.782626755351,0.282896009667584,0.49292778167175
172.5_-2.5,172.585367676827,-3.04549400435402,172.57880661917,-3.00356926484067,4.10964584,5.01339443255176,2,172.5,-2.5,172.585367676827,0.0854490053461308,0.54549400435402
172.5_-2.5,171.974783310166,-2.4696705464795,172.015889582903,-2.47204429204491,7.91237688,3.05492111321551,2,172.5,-2.5,171.974783310166,0.525717055981929,0.0303294535204999
172.5_-2.5,172.455910125296,-2.00456239703939,172.459323819165,-2.04292205033424,9.55831146,3.05492111321551,2,172.5,-2.5,172.455910125296,0.0441318784734969,0.49543760296061
172.5_-3.5,172.330381933144,-3.74280530535538,172.343996100402,-3.72331686229267,9.43651199,3.05492111321551,2,172.5,-3.5,172.330381933144,0.169935029942031,0.24280530535538
172.5_-3.5,172.133059441742,-3.36687290302067,172.161966281021,-3.37736038800823,9.15710449,3.05492111321551,2,172.5,-3.5,172.133059441742,0.367626255329598,0.13312709697933
172.5_-3.5,172.100418611667,-3.26108998244094,172.131537628602,-3.27969606645645,8.79291821,3.05492111321551,2,172.5,-3.5,172.100418611667,0.400328080901258,0.23891001755906
172.5_-3.5,172.585374101392,-2.96219837414871,172.57880661917,-3.00356926484067,4.10964584,5.01339443255176,2,172.5,-3.5,172.585374101392,0.0855336388702099,0.53780162585129
173.0_0.5,173.106755845779,0.604905842693773,173.097725953214,0.596032431761806,9.52253819,3.05492111321551,2,173,0.5,173.106755845779,0.106759910869267,0.104905842693773
173.0_0.5,173.377310378586,0.829037727918525,173.347880079387,0.803372706944574,8.36856365,3.05492111321551,2,173,0.5,173.377310378586,0.377324745956141,0.329037727918525
173.0_0.5,173.053274461949,0.740024819684321,173.048944494181,0.720516415570986,9.54508495,3.05492111321551,2,173,0.5,173.053274461949,0.0532764905545138,0.240024819684321
173.0_1.5,173.282373695458,1.26684817368669,173.25936525987,1.28584590210162,8.00383949,3.05492111321551,2,173,1.5,173.282373695458,0.282470491040427,0.23315182631331
173.0_1.5,173.41516524306,1.32742324154664,173.38059601775,1.34179304958341,9.36740303,3.05492111321551,2,173,1.5,173.41516524306,0.415307558587779,0.17257675845336
173.0_1.5,173.165081310998,1.32547395691969,173.151309683227,1.34003349541067,8.39696503,3.05492111321551,2,173,1.5,173.165081310998,0.165137899631798,0.17452604308031
173.0_-0.5,173.084872406935,-0.407576833886901,173.077660507149,-0.415430347602182,7.94965029,3.05492111321551,2,173,-0.5,173.084872406935,0.0848756387392552,0.092423166113099
173.0_-1.5,172.998698639081,-1.80684710548706,172.998802529754,-1.78235078650972,7.33042431,3.05492111321551,2,173,-1.5,172.998698639081,0.00130180701575207,0.30684710548706
173.5_2.5,173.405720994849,2.08759817329302,173.41310029789,2.11987723742872,9.04038143,3.05492111321551,2,173.5,2.5,173.405720994849,0.0943688233604287,0.41240182670698
173.5_2.5,173.329815530049,2.4606378113266,173.344204923095,2.46396595286707,7.99179697,3.05492111321551,2,173.5,2.5,173.329815530049,0.17034660217056,0.0393621886734001
173.5_2.5,173.392455749469,2.49886263419719,173.40153956662,2.49895870277302,5.74830627,3.56987028375818,2,173.5,2.5,173.392455749469,0.107646706342874,0.00113736580281021
173.5_2.5,173.810071799247,2.8789861077031,173.785967195762,2.84952418993165,9.51315117,3.05492111321551,2,173.5,2.5,173.810071799247,0.310367200049705,0.3789861077031
173.5_3.5,173.598280255892,3.02272045711999,173.590661047659,3.05972170614696,5.63013506,3.65837183291248,2,173.5,3.5,173.598280255892,0.0984639109340704,0.47727954288001
173.5_3.5,173.317244043836,3.3502417508718,173.33216936659,3.36247221520326,6.94277191,3.05492111321551,2,173.5,3.5,173.317244043836,0.183097469853711,0.1497582491282
173.5_3.5,173.993221200735,3.97973512647941,173.955654091527,3.94319520917536,9.24623775,3.05492111321551,2,173.5,3.5,173.993221200735,0.494142876808654,0.47973512647941
173.5_-2.5,173.931428253554,-2.61215956601883,173.897443344835,-2.60332441769079,8.80393696,3.05492111321551,2,173.5,-2.5,173.931428253554,0.431839268850201,0.11215956601883
173.5_-2.5,173.715474331518,-2.48998084285361,173.697473499443,-2.49081784818992,7.4595747,3.05492111321551,2,173.5,-2.5,173.715474331518,0.215679610716723,0.0100191571463899
173.5_-2.5,173.946833793069,-2.42832328343195,173.911520127194,-2.43398795709608,9.35888672,3.05492111321551,2,173.5,-2.5,173.946833793069,0.447259484994131,0.0716767165680499
173.5_-2.5,173.738657482373,-2.20697669500815,173.719730109236,-2.23021569583937,7.1268096,3.05492111321551,2,173.5,-2.5,173.738657482373,0.238884847815558,0.29302330499185
173.5_-3.5,173.596653787903,-3.50385654468469,173.588468710121,-3.50352995512316,9.58030033,3.05492111321551,2,173.5,-3.5,173.596653787903,0.0968344035853793,0.0038565446846901
173.5_-3.5,172.987854866272,-3.53408560442201,173.027606041102,-3.53143998166523,8.43863773,3.05492111321551,2,173.5,-3.5,172.987854866272,0.513102172710295,0.0340856044220099
174.0_0.5,173.94220207235,0.184357682107315,173.946802312349,0.209480216341513,8.64285851,3.05492111321551,2,174,0.5,173.94220207235,0.0578001285017841,0.315642317892685
174.0_0.5,174.093021983612,0.606069937449062,174.085138970409,0.597081194305165,8.14360714,3.05492111321551,2,174,0.5,174.093021983612,0.0930255257389785,0.106069937449062
174.0_0.5,174.216846297138,0.711698884903106,174.199399281322,0.694666019495619,9.51619816,3.05492111321551,2,174,0.5,174.216846297138,0.216854554294953,0.211698884903106
174.0_1.5,173.93352796285,1.16341256509444,173.9388003444,1.19010976677369,9.34010887,3.05492111321551,2,174,1.5,173.93352796285,0.0664948232651802,0.33658743490556
174.0_1.5,174.361540033476,1.97424967939292,174.333451383355,1.93740442829773,8.56560135,3.05492111321551,2,174,1.5,174.361540033476,0.361663966684613,0.47424967939292
174.0_-0.5,174.257405630665,-0.851098898192715,174.237218807699,-0.823564258476223,3.94387579,5.18861179885044,2,174,-0.5,174.257405630665,0.2574154322559,0.351098898192715
174.0_-0.5,174.033438196298,-0.707042460846964,174.030685528007,-0.689998502735059,9.18961811,3.05492111321551,2,174,-0.5,174.033438196298,0.0334394695705303,0.207042460846964
174.0_-0.5,174.347524573274,-0.584788892585806,174.319799847446,-0.578024626168465,7.40592575,3.05492111321551,2,174,-0.5,174.347524573274,0.347537806448755,0.084788892585806
174.0_-0.5,174.407572717646,-0.55177503687494,174.375365501196,-0.547683669255938,7.8861084,3.05492111321551,2,174,-0.5,174.407572717646,0.407588237357149,0.05177503687494
174.0_-1.5,174.540952987958,-1.60806497146163,174.494958280367,-1.598876711347,7.46386766,3.05492111321551,2,174,-1.5,174.540952987958,0.541138422580192,0.10806497146163
174.0_-1.5,174.388802506866,-1.48395631573294,174.362597273512,-1.48503765775785,7.99357176,3.05492111321551,2,174,-1.5,174.388802506866,0.388935785445784,0.0160436842670599
174.0_-1.5,174.516592591233,-1.1213243481075,174.475988213189,-1.15108840122459,7.94182158,3.05492111321551,2,174,-1.5,174.516592591233,0.516769675294119,0.3786756518925
174.0_-1.5,173.898050627689,-1.58293958417818,173.906640967877,-1.57595102478819,9.22905731,3.05492111321551,2,174,-1.5,173.898050627689,0.101984319790274,0.0829395841781799
174.0_-1.5,174.346285830901,-1.04792222592453,174.31933021863,-1.08311290399044,9.42568398,3.05492111321551,2,174,-1.5,174.346285830901,0.346404535083523,0.45207777407547
174.5_2.5,174.423429563558,2.14599528750267,174.429479035454,2.17396354337918,8.06579971,3.05492111321551,2,174.5,2.5,174.423429563558,0.0766433839607589,0.35400471249733
174.5_2.5,174.898317814642,2.87601922572117,174.867547293177,2.84697129657819,8.18736172,3.05492111321551,2,174.5,2.5,174.898317814642,0.398697286114308,0.37601922572117
174.5_3.5,174.023925531868,3.28425838770538,174.060736650216,3.30094000067618,6.91806126,3.05492111321551,2,174.5,3.5,174.023925531868,0.476964102328373,0.21574161229462
174.5_3.5,174.52290022593,3.63318856702398,174.520960877279,3.62190924303261,7.99332857,3.05492111321551,2,174.5,3.5,174.52290022593,0.0229430192857665,0.13318856702398
174.5_3.5,174.057645261666,3.5625108081109,174.092282382111,3.55761610663703,9.49545765,3.05492111321551,2,174.5,3.5,174.057645261666,0.443181360907754,0.0625108081109
174.5_3.5,174.348540618206,3.62963394822874,174.361105855463,3.61887937299681,9.44091797,3.05492111321551,2,174.5,3.5,174.348540618206,0.151742411980308,0.12963394822874
174.5_3.5,174.430347641296,3.87324326142734,174.435831787841,3.84385558840737,9.29114246,3.05492111321551,2,174.5,3.5,174.430347641296,0.0697825171651331,0.37324326142734
174.5_-2.5,174.973608971065,-3.03127761853943,174.937687572284,-2.99098227709784,9.53895569,3.05492111321551,2,174.5,-2.5,174.973608971065,0.474060171304954,0.53127761853943
174.5_-2.5,174.745578058278,-2.80160636306718,174.7262136748,-2.77782402145773,9.21787357,3.05492111321551,2,174.5,-2.5,174.745578058278,0.245812016850558,0.30160636306718
174.5_-2.5,174.344378972705,-2.92535877270836,174.35650859634,-2.89220488654981,7.72969961,3.05492111321551,2,174.5,-2.5,174.344378972705,0.155769285138817,0.42535877270836
174.5_-2.5,174.903444071715,-2.7348709937659,174.871867043066,-2.71648795478029,8.67286015,3.05492111321551,2,174.5,-2.5,174.903444071715,0.403828426896353,0.2348709937659
174.5_-2.5,174.814293277803,-2.59682086168045,174.789008636227,-2.58903170118113,7.63316059,3.05492111321551,2,174.5,-2.5,174.814293277803,0.314592700345683,0.0968208616804498
174.5_-2.5,174.607945045743,-2.42963317445851,174.598765383246,-2.435617179607,9.45523739,3.05492111321551,2,174.5,-2.5,174.607945045743,0.108047883386542,0.0703668255414902
174.5_-2.5,174.609426910674,-2.42988041422966,174.600121290451,-2.43584335544178,5.95180368,3.42245438735823,2,174.5,-2.5,174.609426910674,0.109531160068256,0.0701195857703398
174.5_-3.5,174.093517564681,-3.59349270092836,174.125484439504,-3.58614018281761,9.2721262,3.05492111321551,2,174.5,-3.5,174.093517564681,0.407242023784437,0.0934927009283602
175.0_0.5,174.585796013624,0.519025124556771,174.618494562278,0.517523222157393,9.56007099,3.05492111321551,2,175,0.5,174.585796013624,0.414219758595176,0.019025124556771
175.0_0.5,175.137592127269,0.899061799160806,175.126815546771,0.867806220170424,9.45126152,3.05492111321551,2,175,0.5,175.137592127269,0.137597366555084,0.399061799160806
175.0_0.5,174.801968597795,1.00989399680577,174.817234161048,0.970588013137557,9.04606724,3.05492111321551,2,175,0.5,174.801968597795,0.198038942921125,0.50989399680577
175.0_0.5,175.108769168877,0.99008220590166,175.100347669146,0.952137380105904,6.84473276,3.05492111321551,2,175,0.5,175.108769168877,0.108773310631358,0.49008220590166
175.0_0.5,175.396567759311,0.987642193583318,175.36614252368,0.950229599404603,9.23398304,3.05492111321551,2,175,0.5,175.396567759311,0.396582859971121,0.487642193583318
175.0_0.5,175.460259299871,1.03415529733301,175.425197362649,0.993464061964387,9.12348175,3.05492111321551,2,175,0.5,175.460259299871,0.460276825802172,0.53415529733301
175.0_1.5,175.460569941124,0.951324848995814,175.425197362649,0.993464061964387,9.12348175,3.05492111321551,2,175,1.5,175.460569941124,0.460727821041329,0.548675151004186
175.0_1.5,174.84069951914,1.5491091646386,174.853073805859,1.54529441856562,9.58277798,3.05492111321551,2,175,1.5,174.84069951914,0.159355087868628,0.0491091646385999
175.0_1.5,175.101036142059,1.60827227419783,175.092444183292,1.59906496583787,8.73070431,3.05492111321551,2,175,1.5,175.101036142059,0.101070776489806,0.10827227419783
175.0_1.5,174.500197572911,1.96225973473505,174.539107960478,1.92627210350248,9.17538071,3.05492111321551,2,175,1.5,174.500197572911,0.499973755607932,0.46225973473505
175.0_-0.5,175.253320987846,-0.689659835576235,175.232973949387,-0.674426135433903,6.76479435,3.05492111321551,2,175,-0.5,175.253320987846,0.253330633900286,0.189659835576235
175.0_-1.5,175.136294803095,-1.8666240536788,175.125542549427,-1.83770119868693,8.27553272,3.05492111321551,2,175,-1.5,175.136294803095,0.136341523930057,0.3666240536788
175.0_-1.5,175.356045959366,-1.80259247045963,175.327571759682,-1.7783931270883,8.27475643,3.05492111321551,2,175,-1.5,175.356045959366,0.356168009247289,0.30259247045963
175.0_-1.5,175.193708733452,-1.52449112243476,175.182584584616,-1.52308466601803,9.5939579,3.05492111321551,2,175,-1.5,175.193708733452,0.193775135351256,0.0244911224347599
175.0_-1.5,174.927934874802,-1.43558343087783,174.933848084264,-1.44086904808929,8.67810631,3.05492111321551,2,175,-1.5,174.927934874802,0.07208982858178,0.0644165691221701
175.5_2.5,175.762526431161,2.01759797761925,175.742233558872,2.05488688064086,9.14163399,3.05492111321551,2,175.5,2.5,175.762526431161,0.262776536196953,0.48240202238075
175.5_2.5,175.615851804103,2.34939085809215,175.606180672913,2.36196347861512,6.81840372,3.05492111321551,2,175.5,2.5,175.615851804103,0.115962174397901,0.15060914190785
175.5_2.5,175.532686617118,2.43758248963246,175.529989086493,2.44273362366316,9.33416557,3.05492111321551,2,175.5,2.5,175.532686617118,0.0327177571731704,0.0624175103675402
175.5_2.5,175.540840387221,2.91054540678468,175.537641573282,2.87838953219912,8.56929684,3.05492111321551,2,175.5,2.5,175.540840387221,0.0408792952519798,0.41054540678468
175.5_2.5,175.413346018981,2.90215269587768,175.420135957078,2.87064125372101,8.5319767,3.05492111321551,2,175.5,2.5,175.413346018981,0.0867365349810571,0.40215269587768
175.5_2.5,175.36683887532,3.04857883728911,175.377058837695,3.00647604572497,9.25416374,3.05492111321551,2,175.5,2.5,175.36683887532,0.1332879853078,0.54857883728911
175.5_3.5,175.366821902046,2.96538181116254,175.377058837695,3.00647604572497,9.25416374,3.05492111321551,2,175.5,3.5,175.366821902046,0.1334269661418,0.53461818883746
175.5_3.5,175.911454910108,3.20678116823271,175.879587851645,3.22949087815413,9.27869797,3.05492111321551,2,175.5,3.5,175.911454910108,0.412223790572726,0.29321883176729
175.5_3.5,175.09761226717,3.6668564009735,175.129185464525,3.65376407820108,8.3132267,3.05492111321551,2,175.5,3.5,175.09761226717,0.403139669577898,0.1668564009735
175.5_3.5,175.379269589661,3.88035409615193,175.388751666091,3.85048136897444,8.5847187,3.05492111321551,2,175.5,3.5,175.379269589661,0.120956017694095,0.38035409615193
175.5_-2.5,174.998388165255,-3.03446506106132,175.036417223378,-2.99394527770676,9.19254112,3.05492111321551,2,175.5,-2.5,174.998388165255,0.502089712897713,0.53446506106132
175.5_-2.5,175.632120786597,-3.02523612423003,175.621949280125,-2.98480007495818,8.57418442,3.05492111321551,2,175.5,-2.5,175.632120786597,0.132246656110157,0.52523612423003
175.5_-2.5,175.998405568171,-2.33391715507613,175.959348365744,-2.34693212061454,8.5623312,3.05492111321551,2,175.5,-2.5,175.998405568171,0.498880391761107,0.16608284492387
175.5_-2.5,175.212096750395,-2.80329503444693,175.234712619616,-2.77947008337817,8.90218353,3.05492111321551,2,175.5,-2.5,175.212096750395,0.288177530759365,0.30329503444693
175.5_-2.5,175.096063478245,-2.45631654810695,175.128203655772,-2.45979232665932,9.38314915,3.05492111321551,2,175.5,-2.5,175.096063478245,0.404321346086213,0.0436834518930498
175.5_-2.5,175.673108430049,-2.42881909538532,175.658535679466,-2.43481130251811,9.5535574,3.05492111321551,2,175.5,-2.5,175.673108430049,0.173273347881966,0.0711809046146801
175.5_-3.5,175.296777442225,-3.9047566642805,175.312634804948,-3.87317368791108,9.16329193,3.05492111321551,2,175.5,-3.5,175.296777442225,0.203602317138245,0.4047566642805
175.5_-3.5,175.030700487491,-3.90163325108323,175.066718287388,-3.87080870154995,9.47138309,3.05492111321551,2,175.5,-3.5,175.030700487491,0.470176486433493,0.40163325108323
175.5_-3.5,175.095614164431,-3.8561143788297,175.126928092659,-3.82853838798405,9.44651413,3.05492111321551,2,175.5,-3.5,175.095614164431,0.405141506145632,0.3561143788297
175.5_-3.5,175.726245443944,-3.54933930017226,175.707669468357,-3.54528827656046,7.52746058,3.05492111321551,2,175.5,-3.5,175.726245443944,0.226668225876627,0.0493393001722602
175.5_-3.5,175.036936625342,-3.30310726491943,175.07283760792,-3.31837222224237,8.89087105,3.05492111321551,2,175.5,-3.5,175.036936625342,0.463928695192406,0.19689273508057
175.5_-3.5,174.998342981929,-2.95238279813483,175.036417223378,-2.99394527770676,9.19254112,3.05492111321551,2,175.5,-3.5,174.998342981929,0.502594458047311,0.54761720186517
175.5_-3.5,175.563389815156,-3.16129408769101,175.558369186937,-3.18812042338849,9.44044113,3.05492111321551,2,175.5,-3.5,175.563389815156,0.063508270883076,0.33870591230899
175.5_-3.5,175.510201916221,-3.00358056587294,175.509412063633,-3.04201434303926,9.54736423,3.05492111321551,2,175.5,-3.5,175.510201916221,0.0102209804097974,0.49641943412706
176.0_0.5,175.818572584759,0.158164989087753,175.832849962922,0.185065596770882,7.81328583,3.05492111321551,2,176,0.5,175.818572584759,0.18143432370409,0.341835010912247
176.0_0.5,176.303671257048,0.943765235636585,176.280160762676,0.909408542888198,8.25012112,3.05492111321551,2,176,0.5,176.303671257048,0.303682820359258,0.443765235636585
176.0_1.5,176.298219515668,1.58602527530995,176.273037071343,1.57876107363218,7.95938063,3.05492111321551,2,176,1.5,176.298219515668,0.298321743078596,0.08602527530995
176.0_1.5,175.475816845044,1.2267592786892,175.517902642266,1.24869732359048,9.23394012,3.05492111321551,2,176,1.5,175.475816845044,0.524362841005365,0.2732407213108
176.0_-0.5,175.846553844807,-0.982389031284274,175.858436744989,-0.945032730630055,9.41230774,3.05492111321551,2,176,-0.5,175.846553844807,0.153451998174882,0.482389031284274
176.0_-0.5,175.625084026704,-0.974817954567607,175.653916297764,-0.938302892673151,8.65479469,3.05492111321551,2,176,-0.5,175.625084026704,0.374930249491048,0.474817954567607
176.0_-0.5,176.278230164809,-0.519895069839983,176.255615401439,-0.518277983148595,7.05601645,3.05492111321551,2,176,-0.5,176.278230164809,0.278240759364542,0.019895069839983
176.0_-0.5,176.11931507753,-0.367719445343383,176.109340532248,-0.378777883302199,9.38265896,3.05492111321551,2,176,-0.5,176.11931507753,0.119319620855536,0.132280554656617
176.0_-0.5,176.204973221011,-0.0519168476441422,176.189084147907,-0.0866512677280243,9.13331127,3.05492111321551,2,176,-0.5,176.204973221011,0.204981026060363,0.448083152355858
176.0_-1.5,176.164199821576,-1.37415155826564,176.150267084097,-1.38483009179881,7.2555809,3.05492111321551,2,176,-1.5,176.164199821576,0.164256108041844,0.12584844173436
176.5_2.5,176.886445457778,1.97306330764405,176.856833983172,2.01343995632857,8.80307961,3.05492111321551,2,176.5,2.5,176.886445457778,0.386813618632053,0.52693669235595
176.5_2.5,176.234014990631,2.34067921362864,176.255550399959,2.35357858099185,8.02064705,3.05492111321551,2,176.5,2.5,176.234014990631,0.266238409341081,0.15932078637136
176.5_2.5,176.363670407424,2.66048638548903,176.37494537114,2.64721356526633,8.12765312,3.05492111321551,2,176.5,2.5,176.363670407424,0.136459471756173,0.16048638548903
176.5_2.5,176.419004837885,2.84853805812391,176.425406320197,2.8209912250073,7.84664822,3.05492111321551,2,176.5,2.5,176.419004837885,0.0810723250042354,0.34853805812391
176.5_2.5,176.89485609747,2.94104551847527,176.864554924029,2.90719977863147,9.37339878,3.05492111321551,2,176.5,2.5,176.89485609747,0.395232271015718,0.44104551847527
176.5_3.5,176.22520961963,3.03555217296522,176.246373904611,3.07132382609635,8.51809883,3.05492111321551,2,176.5,3.5,176.22520961963,0.275303877596967,0.46444782703478
176.5_3.5,176.711631957021,3.47189339131283,176.694156746717,3.47421425487542,7.58172131,3.05492111321551,2,176.5,3.5,176.711631957021,0.212027430919771,0.0281066086871702
176.5_-2.5,176.587918608348,-3.04426547442404,176.581160680131,-3.00243011014197,7.27977419,3.05492111321551,2,176.5,-2.5,176.587918608348,0.0880023671017437,0.54426547442404
176.5_-2.5,176.250825385818,-2.9482165021979,176.270109596471,-2.91352797072573,9.47525787,3.05492111321551,2,176.5,-2.5,176.250825385818,0.249411999140017,0.4482165021979
176.5_-2.5,176.193773882204,-1.99985621555406,176.217366039691,-2.03838810504075,9.32838345,3.05492111321551,2,176.5,-2.5,176.193773882204,0.306517854875046,0.50014378444594
176.5_-3.5,176.684259685126,-3.76361281498289,176.669558518027,-3.74258045492056,7.45313311,3.05492111321551,2,176.5,-3.5,176.684259685126,0.184604008814565,0.26361281498289
176.5_-3.5,176.987148463787,-3.71587547311307,176.949373576713,-3.69913587066084,9.05297184,3.05492111321551,2,176.5,-3.5,176.987148463787,0.488058791815725,0.21587547311307
176.5_-3.5,176.865490894504,-3.05066706112829,176.837478323779,-3.08510559549013,8.82180882,3.05492111321551,2,176.5,-3.5,176.865490894504,0.366173882607717,0.44933293887171
176.5_-3.5,176.587922777964,-2.96097387457782,176.581160680131,-3.00243011014197,7.27977419,3.05492111321551,2,176.5,-3.5,176.587922777964,0.0880870781211208,0.53902612542218
177.0_0.5,177.39779560927,0.618441368178834,177.366367184282,0.609083734337516,8.87877464,3.05492111321551,2,177,0.5,177.39779560927,0.397810756684645,0.118441368178834
177.0_0.5,176.932219411818,0.825115543547067,176.937603594232,0.799289839771739,9.59066868,3.05492111321551,2,177,0.5,176.932219411818,0.0677831691573716,0.325115543547067
177.0_1.5,176.779277765858,1.51035147956161,176.786317791864,1.51002131488384,9.49363232,3.05492111321551,2,177,1.5,176.779277765858,0.220797896066419,0.01035147956161
177.0_1.5,176.522461852601,1.5460516513236,176.559788374548,1.54245204785072,9.27374458,3.05492111321551,2,177,1.5,176.522461852601,0.477701843890034,0.0460516513236
177.0_1.5,176.699317449048,1.61388089660616,176.724885218491,1.60419732667812,8.05925083,3.05492111321551,2,177,1.5,176.699317449048,0.300785622672591,0.11388089660616
177.0_-0.5,177.298907170874,-0.324443153538609,177.275134824469,-0.338405341717607,9.55665588,3.05492111321551,2,177,-0.5,177.298907170874,0.298918552776555,0.175556846461391
177.0_-0.5,177.276448836768,-0.302977086688698,177.254445874058,-0.318658425287476,6.01824188,3.37565637197502,2,177,-0.5,177.276448836768,0.27645936349344,0.197022913311302
177.0_-0.5,176.939183443357,-0.317215625915673,176.944225670793,-0.332370058141704,8.97852707,3.05492111321551,2,177,-0.5,176.939183443357,0.0608188724393076,0.182784374084327
177.0_-0.5,176.531154907662,-0.144640592998069,176.567132579523,-0.171909736573568,9.11898327,3.05492111321551,2,177,-0.5,176.531154907662,0.468862945202277,0.355359407001931
177.0_-0.5,176.800644999303,-0.130079741508482,176.816255492531,-0.159046347160562,9.43528748,3.05492111321551,2,177,-0.5,176.800644999303,0.199362591813626,0.369920258491518
177.0_-1.5,176.726924240599,-1.64118868645912,176.750013275087,-1.62925093534537,8.56786728,3.05492111321551,2,177,-1.5,176.726924240599,0.273169367720757,0.14118868645912
177.5_2.5,177.440129359225,2.20843990786019,177.444923351297,2.23178585425723,7.64392614,3.05492111321551,2,177.5,2.5,177.440129359225,0.0599276786461735,0.29156009213981
